id,month,bank_name,no_of_transactions,amt_of_transactions,active_users
3800,01-05-2025,City Union Bank,820795,1100188.44,95190
3801,01-05-2025,Cosmos Co-operative Bank,232456,338848.64,18480
3802,01-05-2025,Credit Agricole Corporate and Investment Bank,56731,253297.34,187
3803,01-05-2025,DBS Bank India,605168,3211842,49978
3804,01-05-2025,DCB Bank,179512,297426.85,20083
3805,01-05-2025,Deutsche Bank AG,3667397,108048173.6,18592
3806,01-05-2025,Dhanlaxmi Bank,114344,129533.05,19678
3807,01-05-2025,Doha Bank QPSC,9731,8074.05,12041
3808,01-05-2025,ESAF Small Finance Bank,72569,38873.87,3688
3809,01-05-2025,Emirates NBD Bank,407,898.13,242
3810,01-05-2025,Equitas Small Finance Bank,79610,148374.45,50432
3811,01-05-2025,Federal Bank,1766224,1801860.44,197998
3812,01-05-2025,Fino Payments Bank,573,77.29,233
3813,01-05-2025,First Abu Dhabi Bank PJSC,20,133.05,1
3814,01-05-2025,GP Parsik Janata Co-operative Bank,53614,44031.68,2393
3815,01-05-2025,Gujarat Gramin Bank,14478,22263.73,4923
3816,01-05-2025,HDFC Bank,64720645,71472147.05,30698431
3817,01-05-2025,HSBC,10060596,50493153.22,227360
3818,01-05-2025,Himachal Pradesh Gramin Bank,521,115.94,2783
3819,01-05-2025,ICICI Bank,74745679,465017923.5,4385131
3820,01-05-2025,IDBI Bank,2483026,8707806.26,477506
3821,01-05-2025,IDFC First Bank,3592365,11444132.32,554207
3822,01-05-2025,Indian Bank,3267600,3894519.05,363174
3823,01-05-2025,Indian Overseas Bank,6425535,3191341.05,326240
3824,01-05-2025,IndusInd Bank,5156218,3223485.19,343541
3825,01-05-2025,Industrial and Commercial Bank of China,857,8481.78,31
3826,01-05-2025,Industrial Bank of Korea,1190,10336.77,81
3827,01-05-2025,JP Morgan Chase Bank,466452,15722980.64,849
3828,01-05-2025,Jana Small Finance Bank,17892,22647.02,14423
3829,01-05-2025,Janata Co-operative Bank Pune,74319,79657.35,6381
3830,01-05-2025,Jharkhand Rajya Gramin Bank,1050,359.28,298
3831,01-05-2025,KEB Hana Bank,1190,14806.34,269
3832,01-05-2025,Karnataka Bank,858801,717146.23,29899
3833,01-05-2025,Karnataka Grameena Bank,16238,30652.97,10206
3834,01-05-2025,Kerala Gramin Bank,31107,26388.3,5018
3835,01-05-2025,Kookmin Bank,485,3925.38,116
3836,01-05-2025,Kotak Mahindra Bank,13397343,43218275.31,1842429
3837,01-05-2025,MUFG Bank,134674,2498872.9,571
3838,01-05-2025,Madhya Pradesh Gramin Bank,19008,7488.43,38449
3839,01-05-2025,Maharashtra Gramin Bank,33837,58966.01,3766
3840,01-05-2025,Mahesh Co-operative Bank Pune,9264,12362.15,14546
3841,01-05-2025,Meghalaya Rural Bank,78,18.18,28
3842,01-05-2025,Mizoram Rural Bank,957,1101.01,101
3843,01-05-2025,Mizuho Bank,81673,1515865.75,422
3844,01-05-2025,NKGSB Co-operative Bank,35359,38243.05,5449
3845,01-05-2025,NSDL Payments Bank,11695,708812.44,23
3846,01-05-2025,Nainital Bank,9421,16647.63,1204
3847,01-05-2025,New India Co-operative Bank,0,0,0
3848,01-05-2025,Nutan Nagarik Co-operative Bank,29377,96437.7,31922
3849,01-05-2025,Odisha Grameen Bank,11496,6656.9,7011
3850,01-05-2025,Paytm Payments Bank,1,0,2
3851,01-05-2025,Puduvai Bharathiar Grama Bank,49,5.23,67
3852,01-05-2025,Punjab and Sind Bank,373052,436076.28,28544
3853,01-05-2025,Punjab Gramin Bank,1158,14.53,985
3854,01-05-2025,Punjab National Bank,5480801,19032989.51,594743
3855,01-05-2025,RBL Bank,867827,1911607.26,104205
3856,01-05-2025,Rajasthan Gramin Bank,35322,56602.06,3406
3857,01-05-2025,SBM Bank India,42928,73248.68,1615
3858,01-05-2025,SVC Co-operative Bank,141191,272518.42,37117
3859,01-05-2025,Saraswat Co-operative Bank,502411,936462.43,53039
3860,01-05-2025,Sarva Haryana Gramin Bank,528,479.17,271
3861,01-05-2025,Shinhan Bank,11411,71647.01,4231
3862,01-05-2025,Shivalik Small Finance Bank,10979,18649.37,986
3863,01-05-2025,Slice Small Finance Bank,1071,948.93,316
3864,01-05-2025,Societe Generale,765,2751.55,10
3865,01-05-2025,South Indian Bank,589070,804506.76,51918
3866,01-05-2025,Standard Chartered Bank,3401370,21593864.93,175771
3867,01-05-2025,State Bank of India,117955834,229253814.7,39487979
3868,01-05-2025,Sumitomo Mitsui Banking Corporation,52790,599987.78,324
3869,01-05-2025,Suryoday Small Finance Bank,49830,39772.05,15078
3870,01-05-2025,TJSB Co-operative Bank,125949,138846.9,13975
3871,01-05-2025,Tamil Nadu Grama Bank,477,64.51,122
3872,01-05-2025,Tamil Nadu State Co-operative Bank,11758,67588.66,1126
3873,01-05-2025,Tamilnad Mercantile Bank,587952,853700.53,44441
3874,01-05-2025,Telangana Grameena Bank,1983,3055.93,784
3875,01-05-2025,Thane Bharat Co-operative Bank,20895,20082.7,2770
3876,01-05-2025,Ahmedabad District Co-operative Bank,3658,5630.54,94
3877,01-05-2025,Ahmedabad Mercantile Co-operative Bank,10595,18534.74,1154
3878,01-05-2025,Akola Janata Commercial Co-operative Bank,1638,3947.04,524
3879,01-05-2025,Gujarat State Co-operative Bank,6483,795936.08,4130
3880,01-05-2025,Jammu and Kashmir Bank,497516,774286.69,135792
3881,01-05-2025,Kalupur Commercial Co-operative Bank,76443,206848.21,10939
3882,01-05-2025,Kalyan Janata Co-operative Bank,6606,9309.68,624
3883,01-05-2025,Karur Vysya Bank,1077961,1930336.81,95072
3884,01-05-2025,Mehsana Urban Co-operative Bank,105615,241601.79,11795
3885,01-05-2025,Surat District Co-operative Bank,47,2.26,4
3886,01-05-2025,Surat Peoples Co-operative Bank,15568,54467.69,479
3887,01-05-2025,Tripura Gramin Bank,649,22.39,341
3888,01-05-2025,UCO Bank,354707,730626.2,79717
3889,01-05-2025,Ujjivan Small Finance Bank,128795,199554.41,14957
3890,01-05-2025,Union Bank of India,3312828,7493085.51,312311
3891,01-05-2025,Unity Small Finance Bank,3576,1760.12,5776
3892,01-05-2025,Utkarsh Small Finance Bank,62961,54102.18,13303
3893,01-05-2025,Uttar Pradesh Gramin Bank,4251,3245.91,3859
3894,01-05-2025,Uttarakhand Gramin Bank,1751,1662.92,218
3895,01-05-2025,West Bengal Gramin Bank,1192,290.75,524
3896,01-05-2025,Woori Bank,2673,18878.79,423
3897,01-05-2025,Yes Bank,6920265,28260359.96,344347
3898,01-05-2025,Zoroastrian Co-operative Bank,1061,1100.04,1496
3899,01-06-2025,AU Small Finance Bank,1307380,2868293.49,65680
3900,01-06-2025,Abhyudaya Co-operative Bank,1,0.05,1
3901,01-06-2025,Ahmednagar Merchants Co-operative Bank,22945,39645.87,1610
3902,01-06-2025,Airtel Payments Bank,44,0.04,42
3903,01-06-2025,Amreli Jilla Madhyasth Co-operative Bank,404,828.14,583
3904,01-06-2025,Andhra Pradesh Grameen Vikas Bank,9397,11134.28,5573
3905,01-06-2025,Andhra Pradesh Mahesh Co-operative Urban Bank,11070,20033.82,1584
3906,01-06-2025,Arunachal Pradesh Rural Bank,232,638.83,58
3907,01-06-2025,Australia and New Zealand Banking Group,29523,1378008.04,62
3908,01-06-2025,Axis Bank,3736173,3929466.81,1164887
3909,01-06-2025,BNP Paribas,350317,4848325.69,433
3910,01-06-2025,Bandhan Bank,532105,908362.8,89438
3911,01-06-2025,"Bank of America, N.A.",897400,8102537.75,547
3912,01-06-2025,Bank of Bahrain and Kuwait B.S.C.,248,139.81,386
3913,01-06-2025,Bank of Baroda,3986598,8443724.17,477117
3914,01-06-2025,Bank of India,2127345,7271478.74,401784
3915,01-06-2025,Bank of Maharashtra,1079436,2092697.24,152375
3916,01-06-2025,Barclays Bank PLC,78850,656144.66,1806
3917,01-06-2025,Bassein Catholic Co-operative Bank,80423,80607.67,18640
3918,01-06-2025,Bhagini Nivedita Co-operative Bank,44,62.29,410
3919,01-06-2025,Bharat Co-operative Bank,56029,139721.06,3556
3920,01-06-2025,CSB Bank,29283,15449.2,46077
3921,01-06-2025,CTBC Bank Co.,1869,42707.7,181
3922,01-06-2025,Canara Bank,3374822,6815542.43,446540
3923,01-06-2025,Capital Small Finance Bank,13051,27930.81,842
3924,01-06-2025,Central Bank of India,11448750,2959177.21,211444
3925,01-06-2025,Chhattisgarh Rajya Gramin Bank,6920,16543.01,993
3926,01-06-2025,City Union Bank,780566,1058457.96,96690
3927,01-06-2025,Cosmos Co-operative Bank,225459,341310.92,18822
3928,01-06-2025,Credit Agricole Corporate and Investment Bank,55282,227782.91,182
3929,01-06-2025,DBS Bank India,585546,3451393.15,48943
3930,01-06-2025,DCB Bank,171584,287765.06,19569
3931,01-06-2025,Deutsche Bank AG,3623243,126062276.1,18111
3932,01-06-2025,Dhanlaxmi Bank,107446,119109.03,19648
3933,01-06-2025,Doha Bank QPSC,9811,9596.05,12063
3934,01-06-2025,ESAF Small Finance Bank,63705,35076.88,3572
3935,01-06-2025,Emirates NBD Bank,332,729.2,192
3936,01-06-2025,Equitas Small Finance Bank,77206,152762.22,53259
3937,01-06-2025,Federal Bank,3022488,4927890.69,197582
3938,01-06-2025,Fino Payments Bank,569,56.58,273
3939,01-06-2025,First Abu Dhabi Bank PJSC,33,278.04,1
3940,01-06-2025,GP Parsik Janata Co-operative Bank,41596,39691.7,2407
3941,01-06-2025,Gujarat Gramin Bank,7594,14040.39,4593
3942,01-06-2025,HDFC Bank,64550357,69440576.73,30644376
3943,01-06-2025,HSBC,10776123,54480326.37,228306
3944,01-06-2025,Himachal Pradesh Gramin Bank,644,237.24,2954
3945,01-06-2025,ICICI Bank,75684349,528398929.4,4213888
3946,01-06-2025,IDBI Bank,2341146,8722516.1,467643
3947,01-06-2025,IDFC First Bank,3616155,12878374.33,552458
3948,01-06-2025,Indian Bank,2986409,4056272.05,356401
3949,01-06-2025,Indian Overseas Bank,4930805,3116956.92,320635
3950,01-06-2025,IndusInd Bank,5141495,2962318.12,350275
3951,01-06-2025,Industrial and Commercial Bank of China,858,7066.95,32
3952,01-06-2025,Industrial Bank of Korea,1013,13624.03,74
3953,01-06-2025,JP Morgan Chase Bank,461574,14595922.47,853
3954,01-06-2025,Jana Small Finance Bank,18615,22940.63,14330
3955,01-06-2025,Janata Co-operative Bank Pune,76541,81020.04,6579
3956,01-06-2025,Jharkhand Rajya Gramin Bank,1120,417.52,325
3957,01-06-2025,KEB Hana Bank,1152,12193.33,261
3958,01-06-2025,Karnataka Bank,874774,676293.81,29094
3959,01-06-2025,Karnataka Grameena Bank,15964,29691.48,10225
3960,01-06-2025,Kerala Gramin Bank,32735,27602.74,4855
3961,01-06-2025,Kookmin Bank,484,2752.41,111
3962,01-06-2025,Kotak Mahindra Bank,13379843,50150970.79,1799888
3963,01-06-2025,MUFG Bank,153926,2660033.67,569
3964,01-06-2025,Madhya Pradesh Gramin Bank,17618,6665.62,38536
3965,01-06-2025,Maharashtra Gramin Bank,33106,58955.55,3710
3966,01-06-2025,Mahesh Co-operative Bank Pune,8938,11744.1,14603
3967,01-06-2025,Meghalaya Rural Bank,83,15.63,33
3968,01-06-2025,Mizoram Rural Bank,1031,694.35,106
3969,01-06-2025,Mizuho Bank,76777,1395264.76,421
3970,01-06-2025,NKGSB Co-operative Bank,35542,36723.4,5413
3971,01-06-2025,NSDL Payments Bank,11289,599069.91,23
3972,01-06-2025,Nainital Bank,9025,16168.69,1234
3973,01-06-2025,New India Co-operative Bank,0,0,0
3974,01-06-2025,Nutan Nagarik Co-operative Bank,30502,100113.25,31974
3975,01-06-2025,Odisha Grameen Bank,11888,7132.01,7676
3976,01-06-2025,Paytm Payments Bank,4,0.01,4
3977,01-06-2025,Puduvai Bharathiar Grama Bank,48,4.83,65
3978,01-06-2025,Punjab and Sind Bank,307106,377903.21,27724
3979,01-06-2025,Punjab Gramin Bank,1181,28.26,965
3980,01-06-2025,Punjab National Bank,5153344,18090537.2,585550
3981,01-06-2025,RBL Bank,906221,2185766.85,101738
3982,01-06-2025,Rajasthan Gramin Bank,33245,54983.13,3712
3983,01-06-2025,SBM Bank India,51308,86738.29,1581
3984,01-06-2025,SVC Co-operative Bank,138999,254740.26,37191
3985,01-06-2025,Saraswat Co-operative Bank,488261,881461.84,52402
3986,01-06-2025,Sarva Haryana Gramin Bank,1283,772.97,327
3987,01-06-2025,Shinhan Bank,11123,78218.49,4435
3988,01-06-2025,Shivalik Small Finance Bank,19260,18309.43,1116
3989,01-06-2025,Slice Small Finance Bank,3437,3806.43,345
3990,01-06-2025,Societe Generale,603,2372.33,10
3991,01-06-2025,South Indian Bank,554288,763248.37,51527
3992,01-06-2025,Standard Chartered Bank,1745263,19209058.16,169839
3993,01-06-2025,State Bank of India,118062316,256760719.2,39161729
3994,01-06-2025,Sumitomo Mitsui Banking Corporation,47330,677631.66,327
3995,01-06-2025,Suryoday Small Finance Bank,32757,24992.69,10210
3996,01-06-2025,TJSB Co-operative Bank,127869,132266.83,13901
3997,01-06-2025,Tamil Nadu Grama Bank,533,75.02,124
3998,01-06-2025,Tamil Nadu State Co-operative Bank,11576,58291.37,1071
3999,01-06-2025,Tamilnad Mercantile Bank,558639,806670.47,43680
4000,01-06-2025,Telangana Grameena Bank,2141,3160.54,875
4001,01-06-2025,Thane Bharat Co-operative Bank,20106,18569.73,2688
4002,01-06-2025,Ahmedabad District Co-operative Bank,4465,5676.89,96
4003,01-06-2025,Ahmedabad Mercantile Co-operative Bank,10114,17612.61,1133
4004,01-06-2025,Akola Janata Commercial Co-operative Bank,1545,3523.29,414
4005,01-06-2025,Gujarat State Co-operative Bank,6131,602723.37,4167
4006,01-06-2025,Jammu and Kashmir Bank,509323,750065.05,133594
4007,01-06-2025,Kalupur Commercial Co-operative Bank,73607,206835.85,11911
4008,01-06-2025,Kalyan Janata Co-operative Bank,6508,9474.53,560
4009,01-06-2025,Karur Vysya Bank,1021508,1916799.4,93757
4010,01-06-2025,Mehsana Urban Co-operative Bank,101986,242159.28,11685
4011,01-06-2025,Surat District Co-operative Bank,33,9.75,34
4012,01-06-2025,Surat Peoples Co-operative Bank,15353,54150.35,482
4013,01-06-2025,Tripura Gramin Bank,689,23.14,369
4014,01-06-2025,UCO Bank,342328,713238.11,79833
4015,01-06-2025,Ujjivan Small Finance Bank,96756,197569.95,14945
4016,01-06-2025,Union Bank of India,3233038,7113296.71,384817
4017,01-06-2025,Unity Small Finance Bank,8709,5526.27,8063
4018,01-06-2025,Utkarsh Small Finance Bank,72011,54017.44,12595
4019,01-06-2025,Uttar Pradesh Gramin Bank,4124,3784.17,1403
4020,01-06-2025,Uttarakhand Gramin Bank,1578,1705.41,251
4021,01-06-2025,West Bengal Gramin Bank,1480,383.66,572
4022,01-06-2025,Woori Bank,2902,21810.3,424
4023,01-06-2025,Yes Bank,6553927,28117444.49,342537
4024,01-06-2025,Zoroastrian Co-operative Bank,1127,889.4,1519
4025,01-07-2025,AU Small Finance Bank,1447850,3261248.5,70060
4026,01-07-2025,Abhyudaya Co-operative Bank,1,0.9,1
4027,01-07-2025,Ahmednagar Merchants Co-operative Bank,24731,42723.42,1617
4028,01-07-2025,Airtel Payments Bank,0,0,19
4029,01-07-2025,Amreli Jilla Madhyasth Co-operative Bank,436,879.96,605
4030,01-07-2025,Andhra Pradesh Grameen Vikas Bank,10915,12427.07,5907
4031,01-07-2025,Andhra Pradesh Mahesh Co-operative Urban Bank,12050,22708.66,1400
4032,01-07-2025,Arunachal Pradesh Rural Bank,212,633.22,67
4033,01-07-2025,Australia and New Zealand Banking Group,33688,1368484.87,63
4034,01-07-2025,Axis Bank,4039858,4403757.43,1188116
4035,01-07-2025,BNP Paribas,368926,4698314.56,436
4036,01-07-2025,Bandhan Bank,557476,1053168.91,91474
4037,01-07-2025,"Bank of America, N.A.",888728,7883977.72,557
4038,01-07-2025,Bank of Bahrain and Kuwait B.S.C.,294,232.27,422
4039,01-07-2025,Bank of Baroda,4322124,9085392.21,492704
4040,01-07-2025,Bank of India,2527825,8498908.45,257350
4041,01-07-2025,Bank of Maharashtra,1133457,2243349.66,138326
4042,01-07-2025,Barclays Bank PLC,88343,554671.16,1831
4043,01-07-2025,Bassein Catholic Co-operative Bank,85989,85404.92,18525
4044,01-07-2025,Bhagini Nivedita Co-operative Bank,85,88.5,468
4045,01-07-2025,Bharat Co-operative Bank,61145,151364.54,3749
4046,01-07-2025,CSB Bank,40444,20470.37,12731
4047,01-07-2025,CTBC Bank Co.,2092,52108.06,179
4048,01-07-2025,Canara Bank,3464109,6298055.36,451301
4049,01-07-2025,Capital Small Finance Bank,14362,29258.97,890
4050,01-07-2025,Central Bank of India,12244891,3164528.11,209655
4051,01-07-2025,Chhattisgarh Rajya Gramin Bank,6783,15122.45,994
4052,01-07-2025,City Union Bank,838458,1177887.32,104190
4053,01-07-2025,Cosmos Co-operative Bank,237284,360190.53,19965
4054,01-07-2025,Credit Agricole Corporate and Investment Bank,57124,216812.28,195
4055,01-07-2025,DBS Bank India,569132,3488581.85,50134
4056,01-07-2025,DCB Bank,189168,321760.67,20175
4057,01-07-2025,Deutsche Bank AG,4133478,125841928.8,18471
4058,01-07-2025,Dhanlaxmi Bank,120061,134981.64,20549
4059,01-07-2025,Doha Bank QPSC,10638,9333.81,12093
4060,01-07-2025,ESAF Small Finance Bank,70738,37076.67,3515
4061,01-07-2025,Emirates NBD Bank,428,1004.89,223
4062,01-07-2025,Equitas Small Finance Bank,91120,173874.63,55674
4063,01-07-2025,Federal Bank,3612016,5784474.06,201906
4064,01-07-2025,Fino Payments Bank,582,38.11,273
4065,01-07-2025,First Abu Dhabi Bank PJSC,14,147.63,1
4066,01-07-2025,GP Parsik Janata Co-operative Bank,45688,44170.6,2375
4067,01-07-2025,Gujarat Gramin Bank,11431,14117.55,4645
4068,01-07-2025,HDFC Bank,70264926,74175707.66,31580089
4069,01-07-2025,HSBC,14910142,60794790.11,234962
4070,01-07-2025,Himachal Pradesh Gramin Bank,716,418.35,2969
4071,01-07-2025,ICICI Bank,84283870,498510257.7,4120966
4072,01-07-2025,IDBI Bank,2436989,8636176.64,478988
4073,01-07-2025,IDFC First Bank,3974761,14026111.11,563894
4074,01-07-2025,Indian Bank,3098083,4339143.96,359397
4075,01-07-2025,Indian Overseas Bank,3527923,3153923.75,321396
4076,01-07-2025,IndusInd Bank,4596004,3480221.02,376925
4077,01-07-2025,Industrial and Commercial Bank of China,902,5727.65,32
4078,01-07-2025,Industrial Bank of Korea,1019,9112.9,74
4079,01-07-2025,JP Morgan Chase Bank,471345,12915220.81,863
4080,01-07-2025,Jana Small Finance Bank,21413,23337.16,6378
4081,01-07-2025,Janata Co-operative Bank Pune,79373,82735.95,6627
4082,01-07-2025,Jharkhand Rajya Gramin Bank,1230,444.2,351
4083,01-07-2025,KEB Hana Bank,1093,15212.41,285
4084,01-07-2025,Karnataka Bank,664180,633966.56,31636
4085,01-07-2025,Karnataka Grameena Bank,19057,30895.52,10313
4086,01-07-2025,Kerala Gramin Bank,38945,32721.52,4810
4087,01-07-2025,Kookmin Bank,608,2895.6,114
4088,01-07-2025,Kotak Mahindra Bank,14388512,46832864.55,1881972
4089,01-07-2025,MUFG Bank,154242,2751847.84,561
4090,01-07-2025,Madhya Pradesh Gramin Bank,16265,5750.87,38641
4091,01-07-2025,Maharashtra Gramin Bank,32296,49033.04,3744
4092,01-07-2025,Mahesh Co-operative Bank Pune,10069,12929.34,14663
4093,01-07-2025,Meghalaya Rural Bank,119,30.23,27
4094,01-07-2025,Mizoram Rural Bank,1080,812.27,116
4095,01-07-2025,Mizuho Bank,83879,1413252.81,428
4096,01-07-2025,NKGSB Co-operative Bank,41041,45596.21,5612
4097,01-07-2025,NSDL Payments Bank,12399,976887.77,22
4098,01-07-2025,Nainital Bank,10725,18590.4,1249
4099,01-07-2025,New India Co-operative Bank,0,0,0
4100,01-07-2025,Nutan Nagarik Co-operative Bank,40387,137224.61,32087
4101,01-07-2025,Odisha Grameen Bank,12682,7182.08,8357
4102,01-07-2025,Paytm Payments Bank,2,0,5
4103,01-07-2025,Puduvai Bharathiar Grama Bank,45,5.1,61
4104,01-07-2025,Punjab and Sind Bank,307243,414900.97,28462
4105,01-07-2025,Punjab Gramin Bank,1219,50.14,959
4106,01-07-2025,Punjab National Bank,5465967,19506683.85,602598
4107,01-07-2025,RBL Bank,725150,1862105.31,104502
4108,01-07-2025,Rajasthan Gramin Bank,33673,52665.09,3538
4109,01-07-2025,SBM Bank India,64874,91285.56,1693
4110,01-07-2025,SVC Co-operative Bank,149598,291115.9,38441
4111,01-07-2025,Saraswat Co-operative Bank,536505,956442.98,54481
4112,01-07-2025,Sarva Haryana Gramin Bank,2395,1296.9,398
4113,01-07-2025,Shinhan Bank,12087,75707.72,4200
4114,01-07-2025,Shivalik Small Finance Bank,28446,20616.24,1067
4115,01-07-2025,Slice Small Finance Bank,1086,433.66,382
4116,01-07-2025,Societe Generale,742,7786.02,8
4117,01-07-2025,South Indian Bank,593230,833815.55,52617
4118,01-07-2025,Standard Chartered Bank,4208932,30234462.62,167084
4119,01-07-2025,State Bank of India,127657238,258314692.4,39394973
4120,01-07-2025,Sumitomo Mitsui Banking Corporation,54684,733378.27,339
4121,01-07-2025,Suryoday Small Finance Bank,37322,26349.94,10420
4122,01-07-2025,TJSB Co-operative Bank,139909,146160.82,14003
4123,01-07-2025,Tamil Nadu Grama Bank,504,86.1,145
4124,01-07-2025,Tamil Nadu State Co-operative Bank,11491,55636.85,1080
4125,01-07-2025,Tamilnad Mercantile Bank,590353,864466.21,43855
4126,01-07-2025,Telangana Grameena Bank,2226,3447.28,938
4127,01-07-2025,Thane Bharat Co-operative Bank,21053,19464.86,2685
4128,01-07-2025,Ahmedabad District Co-operative Bank,4199,5545.54,92
4129,01-07-2025,Ahmedabad Mercantile Co-operative Bank,11706,19987.39,1207
4130,01-07-2025,Akola Janata Commercial Co-operative Bank,1679,3799.47,460
4131,01-07-2025,Baroda Central Co-operative Bank,56,245.95,12
4132,01-07-2025,Gujarat State Co-operative Bank,5887,764234.81,4212
4133,01-07-2025,Jammu and Kashmir Bank,539687,795370.18,127875
4134,01-07-2025,Kalupur Commercial Co-operative Bank,80339,223420.76,13731
4135,01-07-2025,Kalyan Janata Co-operative Bank,6996,9848.28,615
4136,01-07-2025,Karur Vysya Bank,1136305,2114451.49,96745
4137,01-07-2025,Mehsana Urban Co-operative Bank,114012,246062.99,12636
4138,01-07-2025,Sabarkantha District Central Co-operative Bank,585,1824.36,611
4139,01-07-2025,Surat District Co-operative Bank,79,146.13,31
4140,01-07-2025,Surat Peoples Co-operative Bank,10900,30696.21,1745
4141,01-07-2025,Valsad District Central Co-operative Bank,1,0.3,9
4142,01-07-2025,Tripura Gramin Bank,947,33.14,424
4143,01-07-2025,UCO Bank,378544,779778.88,83547
4144,01-07-2025,Ujjivan Small Finance Bank,121450,218721.5,16111
4145,01-07-2025,Union Bank of India,3659775,7875613.17,334526
4146,01-07-2025,Unity Small Finance Bank,12630,8896.91,10063
4147,01-07-2025,Utkarsh Small Finance Bank,82094,62722.09,13094
4148,01-07-2025,Uttar Pradesh Gramin Bank,4177,3883.73,1470
4149,01-07-2025,Uttarakhand Gramin Bank,1797,1916.99,261
4150,01-07-2025,West Bengal Gramin Bank,1386,311.28,578
4151,01-07-2025,Woori Bank,2966,29915.61,423
4152,01-07-2025,Yes Bank,7371221,28933743.28,353993
4153,01-07-2025,Zoroastrian Co-operative Bank,1038,905.85,1538
4154,01-08-2025,AU Small Finance Bank,1516948,3076825.83,72131
4155,01-08-2025,Abhyudaya Co-operative Bank,3,1.17,1
4156,01-08-2025,Ahmednagar Merchants Co-operative Bank,23773,40897.51,1624
4157,01-08-2025,Airtel Payments Bank,0,0,0
4158,01-08-2025,Amreli Jilla Madhyasth Co-operative Bank,399,563.49,610
4159,01-08-2025,Andhra Pradesh Grameen Vikas Bank,10540,11994.01,6371
4160,01-08-2025,Andhra Pradesh Mahesh Co-operative Urban Bank,10532,20343.38,1342
4161,01-08-2025,Arunachal Pradesh Rural Bank,209,669.55,68
4162,01-08-2025,Australia and New Zealand Banking Group,41407,1425724.3,63
4163,01-08-2025,Axis Bank,3764069,4035403.65,1197780
4164,01-08-2025,BNP Paribas,350914,4359720.3,432
4165,01-08-2025,Bandhan Bank,527990,858534.13,90510
4166,01-08-2025,"Bank of America, N.A.",888509,7794879.02,564
4167,01-08-2025,Bank of Bahrain and Kuwait B.S.C.,271,182.62,408
4168,01-08-2025,Bank of Baroda,4021652,8133570.95,499909
4169,01-08-2025,Bank of India,2463709,8073051.81,259819
4170,01-08-2025,Bank of Maharashtra,1122485,2096999.77,149861
4171,01-08-2025,Barclays Bank PLC,78283,688448.06,1843
4172,01-08-2025,Bassein Catholic Co-operative Bank,79687,76742.17,21897
4173,01-08-2025,Bhagini Nivedita Co-operative Bank,66,68.3,481
4174,01-08-2025,Bharat Co-operative Bank,54852,141107.75,3574
4175,01-08-2025,CSB Bank,64687,29295.09,8875
4176,01-08-2025,CTBC Bank Co.,1938,36731.82,206
4177,01-08-2025,Canara Bank,3386548,6019258.53,451743
4178,01-08-2025,Capital Small Finance Bank,14288,28600.58,917
4179,01-08-2025,Central Bank of India,12322264,2990686.06,207988
4180,01-08-2025,Chhattisgarh Rajya Gramin Bank,6061,12739.15,1006
4181,01-08-2025,City Union Bank,799348,1116964.04,101688
4182,01-08-2025,Cosmos Co-operative Bank,142272,239372.3,16586
4183,01-08-2025,Credit Agricole Corporate and Investment Bank,57176,245920.85,159
4184,01-08-2025,DBS Bank India,600290,3603798.11,50103
4185,01-08-2025,DCB Bank,186094,312406.88,20250
4186,01-08-2025,Deutsche Bank AG,3818482,103506777.5,19514
4187,01-08-2025,Dhanlaxmi Bank,118810,124800.92,21550
4188,01-08-2025,Doha Bank QPSC,10029,8861.05,12119
4189,01-08-2025,ESAF Small Finance Bank,66162,41009.1,3561
4190,01-08-2025,Emirates NBD Bank,422,1014.75,221
4191,01-08-2025,Equitas Small Finance Bank,83440,177257.17,58035
4192,01-08-2025,Federal Bank,3581101,5566116.9,202302
4193,01-08-2025,Fino Payments Bank,255,24.33,210
4194,01-08-2025,First Abu Dhabi Bank PJSC,18,464.16,2
4195,01-08-2025,GP Parsik Janata Co-operative Bank,43630,44796.73,2367
4196,01-08-2025,Gujarat Gramin Bank,11235,13570.53,4701
4197,01-08-2025,HDFC Bank,67559665,68599276.36,30898129
4198,01-08-2025,HSBC,13749845,67609816.18,243043
4199,01-08-2025,Himachal Pradesh Gramin Bank,734,389.36,3054
4200,01-08-2025,ICICI Bank,76101249,445955849.3,4069644
4201,01-08-2025,IDBI Bank,2175593,7683215.95,477098
4202,01-08-2025,IDFC First Bank,3860044,12599281.84,577519
4203,01-08-2025,Indian Bank,2845464,3919815.06,359566
4204,01-08-2025,Indian Overseas Bank,3477555,3083998.2,323115
4205,01-08-2025,IndusInd Bank,4344092,3051666.9,358570
4206,01-08-2025,Industrial and Commercial Bank of China,851,5419.98,30
4207,01-08-2025,Industrial Bank of Korea,770,6369.19,73
4208,01-08-2025,JP Morgan Chase Bank,458746,12311701.13,861
4209,01-08-2025,Jana Small Finance Bank,20543,24775.5,10480
4210,01-08-2025,Janata Co-operative Bank Pune,72790,73788.68,6777
4211,01-08-2025,Jharkhand Rajya Gramin Bank,3236,2120.31,533
4212,01-08-2025,KEB Hana Bank,1052,8868.33,276
4213,01-08-2025,Karnataka Bank,598234,589969.7,27734
4214,01-08-2025,Karnataka Grameena Bank,20755,30879.75,10323
4215,01-08-2025,Kerala Gramin Bank,30828,24565.74,4354
4216,01-08-2025,Kookmin Bank,554,3351.72,118
4217,01-08-2025,Kotak Mahindra Bank,13425727,45011883.65,1936327
